Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual end),Custom field (Actual start),Custom field (Approvals),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent key,Parent summary,Status Category,Status Category Changed
User Management,LP-1,10037,Epic,To Do,LP,LEARNING_PROJECT,software,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,Medium,,,,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,01/Apr/26 11:29 AM,01/Apr/26 11:41 AM,02/Apr/26 10:13 AM,,06/Apr/26 12:00 AM,0,User related Tasks ,,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7fe90d53,,,,,ghx-label-9,,To Do,,,,orange,,,,,0|i00013:,,,LP Sprint 1,,,,,,,,,,,,,,,,To Do,01/Apr/26 11:29 AM
Write functionality testcase for view video in player,LP-105,10268,Task,To Do,LP,LEARNING_PROJECT,software,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,Medium,,,,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,02/Apr/26 11:43 AM,02/Apr/26 11:44 AM,02/Apr/26 11:47 AM,,,0,,,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@386683f6,,,,,,,,,,,,,,,,0|i000lb:,,,LP Sprint 1,,,,,,,,,,,,,,,,To Do,02/Apr/26 11:43 AM
Write test case for video playback functionality,LP-106,10270,Sub-task,To Do,LP,LEARNING_PROJECT,software,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,Medium,,,,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,02/Apr/26 11:45 AM,02/Apr/26 11:45 AM,,,,0,"Create a test case to verify that the video can be played successfully in the player, ensuring the playback starts as expected.",,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@315e3012,,,,,,,,,,,,,,,,0|i000lj:,,,LP Sprint 1,,,,,,,,,,,,,10268,LP-105,Write functionality testcase for view video in player,To Do,02/Apr/26 11:45 AM
Write test case for Play/Pause controls in video player,LP-107,10272,Sub-task,To Do,LP,LEARNING_PROJECT,software,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,Medium,,,,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,02/Apr/26 11:45 AM,02/Apr/26 11:45 AM,,,,0,"Develop a test case to check that the Play and Pause controls work correctly in the video player, allowing users to pause and resume playback.",,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@34e583c,,,,,,,,,,,,,,,,0|i000lr:,,,LP Sprint 1,,,,,,,,,,,,,10268,LP-105,Write functionality testcase for view video in player,To Do,02/Apr/26 11:45 AM
Write test case for Seek forward/backward functionality,LP-108,10274,Sub-task,To Do,LP,LEARNING_PROJECT,software,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,Medium,,,,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,02/Apr/26 11:47 AM,02/Apr/26 11:47 AM,,,,0,,,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@31a49b0a,,,,,,,,,,,,,,,,0|i000lz:,,,LP Sprint 1,,,,,,,,,,,,,10268,LP-105,Write functionality testcase for view video in player,To Do,02/Apr/26 11:47 AM
Write functionality testcase for user video progress saving,LP-110,10277,Task,To Do,LP,LEARNING_PROJECT,software,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,Medium,,,,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,02/Apr/26 11:50 AM,02/Apr/26 11:50 AM,02/Apr/26 11:50 AM,,,0,,,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1adfcfa6,,,,,,,,,,,,,,,,0|i000mf:,,,LP Sprint 1,,,,,,,,,,,,,,,,To Do,02/Apr/26 11:50 AM
Write test cases to check if the user Automatically save progress of course videos,LP-111,10279,Sub-task,To Do,LP,LEARNING_PROJECT,software,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,Medium,,,,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,02/Apr/26 11:52 AM,02/Apr/26 11:52 AM,,,,0,,,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7589ba9b,,,,,,,,,,,,,,,,0|i000mn:,,,LP Sprint 1,,,,,,,,,,,,,10277,LP-110,Write functionality testcase for user video progress saving,To Do,02/Apr/26 11:52 AM
Write functionality testcase for adding reviews,LP-112,10280,Task,To Do,LP,LEARNING_PROJECT,software,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,Medium,,,,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,02/Apr/26 11:53 AM,02/Apr/26 11:53 AM,02/Apr/26 11:53 AM,,,0,,,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3c3ae395,,,,,,,,,,,,,,,,0|i000mv:,,,LP Sprint 1,,,,,,,,,,,,,,,,To Do,02/Apr/26 11:53 AM
Write test case for submitting a review with a star rating,LP-113,10282,Sub-task,To Do,LP,LEARNING_PROJECT,software,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,Medium,,,,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,02/Apr/26 11:53 AM,02/Apr/26 11:53 AM,,,,0,"Create a test case to verify that a user can select and submit a star rating (1–5 stars) when adding a review, and that the rating is correctly saved and displayed.",,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5eca4b28,,,,,,,,,,,,,,,,0|i000n3:,,,LP Sprint 1,,,,,,,,,,,,,10280,LP-112,Write functionality testcase for adding reviews,To Do,02/Apr/26 11:53 AM
Write test case for submitting a review with a comment,LP-114,10284,Sub-task,To Do,LP,LEARNING_PROJECT,software,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,Medium,,,,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,02/Apr/26 11:53 AM,02/Apr/26 11:53 AM,,,,0,"Develop a test case to ensure that a user can enter and submit a comment as part of their review, and that the comment is correctly saved and displayed.",,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@22bae408,,,,,,,,,,,,,,,,0|i000nb:,,,LP Sprint 1,,,,,,,,,,,,,10280,LP-112,Write functionality testcase for adding reviews,To Do,02/Apr/26 11:53 AM
Write test case for comment field input validation,LP-115,10286,Sub-task,To Do,LP,LEARNING_PROJECT,software,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,Medium,,,,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,02/Apr/26 11:54 AM,02/Apr/26 11:54 AM,,,,0,"Develop a test case to verify that the comment field enforces any length or content restrictions (e.g., minimum/maximum length, no prohibited words), and displays errors as needed.",,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@13fa89b,,,,,,,,,,,,,,,,0|i000nj:,,,LP Sprint 1,,,,,,,,,,,,,10280,LP-112,Write functionality testcase for adding reviews,To Do,02/Apr/26 11:54 AM
Write functionality testcase for viewing user reviews,LP-116,10287,Task,To Do,LP,LEARNING_PROJECT,software,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,Medium,,,,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,02/Apr/26 11:54 AM,02/Apr/26 11:54 AM,02/Apr/26 11:54 AM,,,0,,,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@58123d12,,,,,,,,,,,,,,,,0|i000nr:,,,LP Sprint 1,,,,,,,,,,,,,,,,To Do,02/Apr/26 11:54 AM
Write test case for displaying user reviews list,LP-117,10289,Sub-task,To Do,LP,LEARNING_PROJECT,software,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,Medium,,,,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,02/Apr/26 11:55 AM,02/Apr/26 11:55 AM,,,,0,"Create a test case to verify that the list of user reviews is displayed correctly, including all relevant review details such as reviewer name, rating, and comment.",,puneet Thapliyal,712020:de6c3fa2-6a72-4070-943e-06b62f855ce5,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@163e8587,,,,,,,,,,,,,,,,0|i000nz:,,,LP Sprint 1,,,,,,,,,,,,,10287,LP-116,Write functionality testcase for viewing user reviews,To Do,02/Apr/26 11:55 AM
